entity_id,claim_id,rank,property_id,datatype,datavalue,sampling_weight_vb,sampling_weight
Q3016701,Q3016701$98C8F02D-2F79-4774-A7C1-F986732C32F5,normal,P131,wikibase-item,"{'value': {'entity-type': 'item', 'numeric-id': 466547, 'id': 'Q466547'}, 'type': 'wikibase-entityid'}",4680|14,334.2857142857143
Q1655209,q1655209$F6DAD81C-70CF-4070-BCFD-C83CC01593D3,normal,P131,wikibase-item,"{'value': {'entity-type': 'item', 'numeric-id': 1509, 'id': 'Q1509'}, 'type': 'wikibase-entityid'}",4680|14,334.2857142857143
Q35268620,Q35268620$A6E1F4F7-166D-4EE6-B0C3-82580CE1985F,normal,P131,wikibase-item,"{'value': {'entity-type': 'item', 'numeric-id': 108408, 'id': 'Q108408'}, 'type': 'wikibase-entityid'}",4680|14,334.2857142857143
Q34960652,Q34960652$1B1412D2-596B-4A5E-9A08-BF120F2B694C,normal,P131,wikibase-item,"{'value': {'entity-type': 'item', 'numeric-id': 26697, 'id': 'Q26697'}, 'type': 'wikibase-entityid'}",4680|14,334.2857142857143
Q17608,Q17608$A1D8F27B-A381-420A-B22F-CD75E5886E30,normal,P131,wikibase-item,"{'value': {'entity-type': 'item', 'numeric-id': 3235, 'id': 'Q3235'}, 'type': 'wikibase-entityid'}",4680|14,334.2857142857143
Q10853590,Q10853590$35C5966A-2634-4DB0-9AC5-DA83C7DCC957,normal,P17,wikibase-item,"{'value': {'entity-type': 'item', 'numeric-id': 30, 'id': 'Q30'}, 'type': 'wikibase-entityid'}",4999|14,357.07142857142856
Q35279055,Q35279055$653EE4B9-4BA2-41AE-9B4F-4FFF6130A5CA,normal,P17,wikibase-item,"{'value': {'entity-type': 'item', 'numeric-id': 30, 'id': 'Q30'}, 'type': 'wikibase-entityid'}",4999|14,357.07142857142856
Q35303113,Q35303113$DA0E1F47-4744-4D69-91AD-C13FE67DD873,normal,P17,wikibase-item,"{'value': {'entity-type': 'item', 'numeric-id': 30, 'id': 'Q30'}, 'type': 'wikibase-entityid'}",4999|14,357.07142857142856
Q9586487,Q9586487$8F05AE78-71E0-4A0A-8D0F-CBDCC0BC5F46,normal,P17,wikibase-item,"{'value': {'entity-type': 'item', 'numeric-id': 155, 'id': 'Q155'}, 'type': 'wikibase-entityid'}",4999|14,357.07142857142856
Q854127,Q854127$a8c77ff6-4b0f-b0e7-f6db-78747c9201a7,normal,P17,wikibase-item,"{'value': {'entity-type': 'item', 'numeric-id': 28, 'id': 'Q28'}, 'type': 'wikibase-entityid'}",4999|14,357.07142857142856
Q74843011,Q74843011$69A0EC56-9A99-4CA4-9894-E800F4AB06F3,normal,P17,wikibase-item,"{'value': {'entity-type': 'item', 'numeric-id': 30, 'id': 'Q30'}, 'type': 'wikibase-entityid'}",4999|14,357.07142857142856
Q11824516,Q11824516$5F8AF4E3-54E3-40B9-BEBA-8A362C8D4750,normal,P17,wikibase-item,"{'value': {'entity-type': 'item', 'numeric-id': 836, 'id': 'Q836'}, 'type': 'wikibase-entityid'}",4999|14,357.07142857142856
Q1656899,q1656899$929815C3-DDD5-4CF3-831D-BD82591935B4,normal,P17,wikibase-item,"{'value': {'entity-type': 'item', 'numeric-id': 30, 'id': 'Q30'}, 'type': 'wikibase-entityid'}",4999|14,357.07142857142856
Q7443580,Q7443580$ee9dc4e4-4223-af51-0612-139b9028e866,normal,P17,wikibase-item,"{'value': {'entity-type': 'item', 'numeric-id': 408, 'id': 'Q408'}, 'type': 'wikibase-entityid'}",4999|14,357.07142857142856
Q2232548,Q2232548$FFFC442D-8ACB-4F97-9691-0A0666228AC0,normal,P17,wikibase-item,"{'value': {'entity-type': 'item', 'numeric-id': 739, 'id': 'Q739'}, 'type': 'wikibase-entityid'}",4999|14,357.07142857142856
Q49750955,Q49750955$D36615F9-734F-4FA0-9434-36399C30809B,normal,P17,wikibase-item,"{'value': {'entity-type': 'item', 'numeric-id': 30, 'id': 'Q30'}, 'type': 'wikibase-entityid'}",4999|14,357.07142857142856
Q7679077,Q7679077$c903cb8c-4497-d484-1cec-2ca8828e021b,normal,P17,wikibase-item,"{'value': {'entity-type': 'item', 'numeric-id': 837, 'id': 'Q837'}, 'type': 'wikibase-entityid'}",4999|14,357.07142857142856
Q35305706,Q35305706$2479A956-DF04-463B-B623-BA9C274F32F8,normal,P17,wikibase-item,"{'value': {'entity-type': 'item', 'numeric-id': 36, 'id': 'Q36'}, 'type': 'wikibase-entityid'}",4999|14,357.07142857142856
Q49744902,Q49744902$7227B67B-E254-438E-B578-467C3B1B7584,normal,P17,wikibase-item,"{'value': {'entity-type': 'item', 'numeric-id': 30, 'id': 'Q30'}, 'type': 'wikibase-entityid'}",4999|14,357.07142857142856
Q1035011,Q1035011$5ABEB633-1A13-4DD2-A363-BD2E6B82E592,normal,P3872,quantity,"{'value': {'amount': '+26601', 'unit': '1'}, 'type': 'quantity'}",26948|14,1924.857142857143
Q1432711,Q1432711$78CB1050-E50A-44C7-98B0-3B00FED9D03C,normal,P3872,quantity,"{'value': {'amount': '+20546', 'unit': '1'}, 'type': 'quantity'}",26948|14,1924.857142857143
Q14295,Q14295$B66A1086-6850-48B2-A9E4-F49AE8224FA0,normal,P3872,quantity,"{'value': {'amount': '+42340537', 'unit': '1'}, 'type': 'quantity'}",26948|14,1924.857142857143
Q1655232,Q1655232$EAC3855F-6416-48D5-9701-011422894234,normal,P3872,quantity,"{'value': {'amount': '+2186140', 'unit': '1'}, 'type': 'quantity'}",26948|14,1924.857142857143
Q1030902,Q1030902$F87484FC-4B58-405B-8B21-C5F62833D7C2,normal,P3872,quantity,"{'value': {'amount': '+3477', 'unit': '1'}, 'type': 'quantity'}",26948|14,1924.857142857143
Q26256,Q26256$4831B6EF-7CBF-4F05-8169-B245559386A7,normal,P3872,quantity,"{'value': {'amount': '+2264', 'unit': '1'}, 'type': 'quantity'}",26948|14,1924.857142857143
Q330015,Q330015$D35154DA-6078-41C9-8976-3F4ED2D45E8F,normal,P3872,quantity,"{'value': {'amount': '+43387369', 'unit': '1'}, 'type': 'quantity'}",26948|14,1924.857142857143
Q2903059,Q2903059$4DA4AC6D-182F-4A49-875A-FE42A904BD75,normal,P3872,quantity,"{'value': {'amount': '+28361', 'unit': '1'}, 'type': 'quantity'}",26948|14,1924.857142857143
Q2903059,Q2903059$FE133D7C-2C2E-4EAE-8BE5-40F9EB4D0D85,normal,P3872,quantity,"{'value': {'amount': '+24956', 'unit': '1'}, 'type': 'quantity'}",26948|14,1924.857142857143
Q1431354,Q1431354$4EBE3C69-7A9D-4DC9-9E83-17B931CC93CE,normal,P3872,quantity,"{'value': {'amount': '+17314', 'unit': '1'}, 'type': 'quantity'}",26948|14,1924.857142857143
Q27706,Q27706$C14FD864-3657-441B-817E-657EB42305D2,normal,P3872,quantity,"{'value': {'amount': '+8648794', 'unit': '1'}, 'type': 'quantity'}",26948|14,1924.857142857143
Q573547,Q573547$1B7000D6-6585-4EE9-A302-A2BE844A529C,normal,P3872,quantity,"{'value': {'amount': '+305645', 'unit': '1'}, 'type': 'quantity'}",26948|14,1924.857142857143
Q17615,Q17615$DD8B47A7-87C5-40D0-A506-5B4C7F1174D3,normal,P3872,quantity,"{'value': {'amount': '+6573', 'unit': '1'}, 'type': 'quantity'}",26948|14,1924.857142857143
Q2899363,Q2899363$4D678B8F-529D-47BD-BA04-D74A1B992A76,normal,P3872,quantity,"{'value': {'amount': '+11306', 'unit': '1'}, 'type': 'quantity'}",26948|14,1924.857142857143
